assessment_name,url
svar-spoken-french-european-new,https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/
svar-spoken-spanish-castilian-new,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/
svar-spoken-spanish-north-american-new,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/
swing-new,https://www.shl.com/products/product-catalog/view/swing-new/
tableau-new,https://www.shl.com/products/product-catalog/view/tableau-new/
telecommunications-engineering-new,https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/
teradata-development-new,https://www.shl.com/products/product-catalog/view/teradata-development-new/
time-management-u-s,https://www.shl.com/products/product-catalog/view/time-management-u-s/
training-development,https://www.shl.com/products/product-catalog/view/training-development/
typing-new,https://www.shl.com/products/product-catalog/view/typing-new/
uipath-rpa-development-new,https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/
universal-competency-framework-interview-guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/
universal-competency-framework-job-profiling-guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/
universal-competency-framework-profiler-cards-44,https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/
unix-new,https://www.shl.com/products/product-catalog/view/unix-new/
vb-net-new,https://www.shl.com/products/product-catalog/view/vb-net-new/
verify-deductive-reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/
verify-following-instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/
verify-g,https://www.shl.com/products/product-catalog/view/verify-g/
verify-general-ability-screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/
verify-inductive-reasoning-2014,https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/
verify-numerical-ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/
verify-technical-checking-next-generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/
verify-verbal-ability-next-generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/
verify-working-with-information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/
verify-g-ability-test-report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/
verify-g-candidate-report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/
verify-interactive-ability-report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/
verify-interactive-g-candidate-report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/
verify-interactive-g-report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/
verify-interactive-process-monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/
virtual-assessment-and-development-centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/
visual-basic-for-applications-new,https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/
visual-comparison-uk,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/
visual-comparison-us,https://www.shl.com/products/product-catalog/view/visual-comparison-us/
vlsi-and-embedded-systems-new,https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/
what-is-the-value-us,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/
workplace-administration-skills-new,https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/
workplace-health-and-safety-new,https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/
writex-email-writing-customer-service-new,https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/
writex-email-writing-managerial-new,https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/
writex-email-writing-sales-new,https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/
written-english-v1,https://www.shl.com/products/product-catalog/view/written-english-v1/
written-spanish,https://www.shl.com/products/product-catalog/view/written-spanish/
zabbix-new,https://www.shl.com/products/product-catalog/view/zabbix-new/
360-digital-report,https://www.shl.com/products/product-catalog/view/360-digital-report/
360-multi-rater-feedback-system-mfs,https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/
